city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Kew Gardens Hills,http://www.zillow.com/homedetails/13711-Jewel-Ave-Kew-Gardens-Hills-NY-11367/2102763442_zpid/,,"$173,000",11367,1 bed,,NY,13711 Jewel Ave,1 bath,725 sqft,
Forest Hills,http://www.zillow.com/homedetails/7025-Yellowstone-Blvd-APT-14U-Forest-Hills-NY-11375/79743441_zpid/,"$192,755","$429,000",11375,1 bed,,NY,7025 Yellowstone Blvd APT 14U,1 bath,-- sqft,(917) 686-2424 
Glebdale,http://www.zillow.com/homedetails/7356-71st-Street-2-Glebdale-NY-11385/2101031473_zpid/,"$595,111","$589,999",11385,5 beds,,NY,7356 71st Street #2,2 baths,"1,450 sqft",(718) 790-0640 
Flushing,http://www.zillow.com/homedetails/137th-Street-And-31st-Road-Flushing-NY-11354/2101014319_zpid/,"$307,510","$189,500",11354,1 bed,,NY,137th Street And 31st Road,1 bath,850 sqft,(347) 827-7873 
Syosset,http://www.zillow.com/homedetails/20-Rodeo-Dr-Syosset-NY-11791/31158593_zpid/,"$1,297,324","$1,497,000",11791,5 beds,,NY,20 Rodeo Dr,3.5 baths,"3,549 sqft",(516) 287-5466 
Greenport,http://www.zillow.com/homedetails/1000-9th-Street-B22-Greenport-NY-11944/2101013978_zpid/,"$487,329","$190,000",11944,2 beds,,NY,1000 9th Street #B22,1 bath,-- sqft,
Eastport,http://www.zillow.com/homedetails/304-Pepperidge-Lake-Rd-Eastport-NY-11941/59516497_zpid/,"$353,541","$395,000",11941,2 beds,,NY,304 Pepperidge Lake Rd,3 baths,"2,000 sqft",(631) 325-5993 
Troy,http://www.zillow.com/homedetails/624-Hampton-Place-Blvd-Troy-NY-12180/32253492_zpid/,"$144,618","$149,500",12180,2 beds,,NY,624 Hampton Place Blvd,2 baths,"1,100 sqft",(518) 641-2738 
Wurtsboro,http://www.zillow.com/homedetails/8-Clipper-Dr-Wurtsboro-NY-12790/32778455_zpid/,"$120,750","$250,000",12790,2 beds,,NY,8 Clipper Dr,2 baths,"1,000 sqft",
Peekskill,http://www.zillow.com/homedetails/1840-Crompond-Rd-APT-5A1-Peekskill-NY-10566/2141941999_zpid/,"$141,269","$130,000",10566,1 bed,,NY,1840 Crompond Rd APT 5A1,1 bath,"1,040 sqft",
Queens,http://www.zillow.com/homedetails/117-10-195-St-Queens-NY-11412/2101168850_zpid/,,"$589,000",11412,5 beds,,NY,117-10 195 St,5 baths,-- sqft,(646) 573-8893 
Bronx,http://www.zillow.com/homedetails/1223-Tinton-Ave-Bronx-NY-10456/29779451_zpid/,"$517,422","$599,000",10456,9 beds,,NY,1223 Tinton Ave,5 baths,"4,400 sqft",(646) 884-4974 
Jamaica,http://www.zillow.com/homedetails/14618-130th-Ave-Jamaica-NY-11436/32184543_zpid/,"$467,997","$489,000",11436,5 beds,,NY,14618 130th Ave,2 baths,"1,312 sqft",(347) 995-5328 
Setauket,http://www.zillow.com/homedetails/4-Yorktown-Rd-Setauket-NY-11733/59470386_zpid/,"$491,232","$449,000",11733,5 beds,,NY,4 Yorktown Rd,4 baths,-- sqft,(631) 922-1618 
Sleepy Hollow,http://www.zillow.com/homedetails/63-Sleepy-Hollow-Rd-Sleepy-Hollow-NY-10591/33052618_zpid/,"$671,668","$650,000",10591,4 beds,,NY,63 Sleepy Hollow Rd,3 baths,"1,848 sqft",(914) 332-0828 
Great Neck,http://www.zillow.com/homedetails/65-Somerset-Drive-Great-Neck-NY-11020/2101016206_zpid/,"$1,425,232","$998,000",11020,4 beds,,NY,65 Somerset Drive,4 baths,"2,000 sqft",(516) 456-9771 
Jamaica,http://www.zillow.com/homedetails/20955-Whitehall-Ter-Jamaica-NY-11427/32148280_zpid/,"$504,418","$795,000",11427,3 beds,,NY,20955 Whitehall Ter,3 baths,"2,304 sqft",
Queens,http://www.zillow.com/homedetails/116-05-Nashville-Queens-NY-11411/2101166718_zpid/,"$522,368","$559,000",11411,5 beds,,NY,116-05 Nashville,4 baths,-- sqft,(646) 573-8893 
Queens,http://www.zillow.com/homedetails/137-21-96-Place-Queens-NY-11417/2101167356_zpid/,"$560,716","$585,000",11417,5 beds,,NY,137-21 96 Place,3 baths,-- sqft,(646) 573-8893 
West Seneca,http://www.zillow.com/homedetails/47-Klink-Pl-West-Seneca-NY-14224/30408555_zpid/,"$99,783","$159,900",14224,3 beds,,NY,47 Klink Pl,2 baths,"1,176 sqft",(716) 984-4952 
Bronx,http://www.zillow.com/homedetails/6040-Spencer-Ave-Bronx-NY-10471/29853665_zpid/,"$903,279","$925,000",10471,4 beds,,NY,6040 Spencer Ave,3.5 baths,"2,500 sqft",
Queens,http://www.zillow.com/homedetails/107-12-Wren-Place-Queens-NY-11433/2101166518_zpid/,"$390,455","$369,000",11433,3 beds,,NY,107-12 Wren Place,2.5 baths,-- sqft,(646) 573-8893 
Syracuse,http://www.zillow.com/homedetails/308-Male-Ave-Syracuse-NY-13219/31691585_zpid/,"$99,816","$119,900",13219,3 beds,,NY,308 Male Ave,1 bath,"1,400 sqft",(315) 944-5450 
Yonkers,http://www.zillow.com/homedetails/431-Park-View-Ave-Yonkers-NY-10710/32996571_zpid/,"$387,666","$459,000",10710,5 beds,,NY,431 Park View Ave,2.5 baths,"1,600 sqft",(917) 301-0162 
East Meadow,http://www.zillow.com/homedetails/604-Benton-Rd-East-Meadow-NY-11554/31345222_zpid/,"$466,013","$519,000",11554,3 beds,,NY,604 Benton Rd,2.5 baths,"1,617 sqft",(516) 499-3057 
Kings Point,http://www.zillow.com/homedetails/44-Martin-Ct-Kings-Point-NY-11024/31064761_zpid/,"$4,355,463","$5,000,000",11024,7 beds,,NY,44 Martin Ct,6.5 baths,"8,000 sqft",(917) 439-3455 
Tonawanda,http://www.zillow.com/homedetails/223-Deerhurst-Park-Blvd-Tonawanda-NY-14217/30397335_zpid/,"$149,133","$299,999",14217,3 beds,,NY,223 Deerhurst Park Blvd,2.5 baths,"1,672 sqft",(716) 743-8532 
Baldwin,http://www.zillow.com/homedetails/746-Vivian-Ct-Baldwin-NY-11510/31371548_zpid/,"$483,251","$575,000",11510,4 beds,,NY,746 Vivian Ct,3 baths,"2,500 sqft",(267) 585-4342 
New City,http://www.zillow.com/homedetails/9-Randy-Ln-New-City-NY-10956/53402825_zpid/,"$475,096","$429,000",10956,4 beds,,NY,9 Randy Ln,2.5 baths,"1,848 sqft",(845) 786-0084 
New York,http://www.zillow.com/homedetails/305-E-24th-St-APT-8T-New-York-NY-10010/2101136425_zpid/,"$979,027","$849,000",10010,1 bed,,NY,305 E 24th St APT 8T,1 bath,900 sqft,
Nyack,http://www.zillow.com/homedetails/218-Depew-Ave-Nyack-NY-10960/32384833_zpid/,"$357,210","$385,000",10960,3 beds,,NY,218 Depew Ave,2 baths,"1,980 sqft",
Croton On Hudson,http://www.zillow.com/homedetails/23-Oriole-Ln-Croton-On-Hudson-NY-10520/58408047_zpid/,"$399,192","$369,995",10520,2 beds,,NY,23 Oriole Ln,3 baths,"1,492 sqft",(347) 878-3789 
Dundee,http://www.zillow.com/homedetails/58-Seneca-St-Dundee-NY-14837/2101137010_zpid/,"$149,490","$225,000",14837,5 beds,,NY,58 Seneca St.,3 baths,"3,500 sqft",
Bronx,http://www.zillow.com/homedetails/650-E-220th-St-Bronx-NY-10467/29826438_zpid/,"$433,790","$569,000",10467,3 beds,,NY,650 E 220th St,5 baths,"2,000 sqft",(347) 913-5997 
Day,http://www.zillow.com/homedetails/14-Abeling-Lane-Day-NY-12835/2101504659_zpid/,"$351,517","$449,900",12835,3 beds,,NY,14 Abeling Lane,1.5 baths,"1,800 sqft",(518) 641-2333 
Elmhurst,http://www.zillow.com/homedetails/8605-60th-Rd-6-UNIT-Elmhurst-NY-11373/2101140581_zpid/,"$274,106","$225,000",11373,1 bed,,NY,8605 60th Rd #6 UNIT,1 bath,720 sqft,(347) 229-3314 
Bedstuy,http://www.zillow.com/homedetails/571-Greene-Avenue-9-Bedstuy-NY-11216/2101110849_zpid/,"$1,808,421","$1,990,000",11216,7 beds,,NY,571 Greene Avenue #9,6 baths,-- sqft,(347) 604-1209 
Ballston Spa,http://www.zillow.com/homedetails/2057-Barrett-Rd-Ballston-Spa-NY-12020/32443103_zpid/,"$180,736","$209,900",12020,2 beds,,NY,2057 Barrett Rd,1 bath,"1,336 sqft",(518) 860-0098 
Hampton Bays,http://www.zillow.com/homedetails/9-Long-Ln-Hampton-Bays-NY-11946/32738436_zpid/,"$456,954","$498,000",11946,4 beds,,NY,9 Long Ln,2 baths,"1,500 sqft",(561) 289-7023 
Cornwall,http://www.zillow.com/homedetails/116-Manor-Drive-Cornwall-NY-12518/2101450127_zpid/,"$120,212","$96,000",12518,2 beds,,NY,116 Manor Drive,1 bath,750 sqft,(914) 805-0262 
Port Byron,http://www.zillow.com/homedetails/8454-W-Loop-Rd-Port-Byron-NY-13140/30045921_zpid/,"$124,311","$163,000",13140,3 beds,,NY,8454 W Loop Rd,2 baths,"1,400 sqft",(315) 730-8275 
Rochester,http://www.zillow.com/homedetails/28-Vince-Dr-Rochester-NY-14606/30917165_zpid/,"$115,725","$128,500",14606,3 beds,,NY,28 Vince Dr,1 bath,"1,634 sqft",
Jamaica,http://www.zillow.com/homedetails/10755-100th-St-Jamaica-NY-11417/32126196_zpid/,"$554,411","$699,000",11417,5 beds,,NY,10755 100th St,3 baths,"2,772 sqft",(917) 650-2647 
Port Chester,http://www.zillow.com/homedetails/67-Haines-Blvd-Port-Chester-NY-10573/33085393_zpid/,"$438,102","$550,000",10573,4 beds,,NY,67 Haines Blvd,2 baths,"1,352 sqft",(203) 532-5045 
New Paltz,http://www.zillow.com/homedetails/104-Butterville-Rd-New-Paltz-NY-12561/32854916_zpid/,"$789,759","$1,250,000",12561,5 beds,,NY,104 Butterville Rd,3 baths,"4,250 sqft",(917) 969-9800 
Lockport,http://www.zillow.com/homedetails/41-Crosby-Ave-Lockport-NY-14094/31430848_zpid/,"$75,327","$62,000",14094,4 beds,,NY,41 Crosby Ave,1 bath,"1,098 sqft",(716) 256-0074 
Skaneateles,http://www.zillow.com/homedetails/4150-Jordan-Rd-Skaneateles-NY-13152/55507925_zpid/,"$177,104","$137,000",13152,5 beds,,NY,4150 Jordan Rd,2 baths,"2,300 sqft",
Selden,http://www.zillow.com/homedetails/15-Ferndale-Ave-Selden-NY-11784/59326619_zpid/,"$215,747","$259,999",11784,2 beds,,NY,15 Ferndale Ave,1.5 baths,-- sqft,(631) 687-0200 
Gloversville,http://www.zillow.com/homedetails/179-Vandenburgh-Point-Rd-Gloversville-NY-12078/30468234_zpid/,,"$399,999",12078,Studio,,NY,179 Vandenburgh Point Rd,2 baths,"3,246 sqft",(518) 265-8340 
Jamaica,http://www.zillow.com/homedetails/24141-86th-Ave-Jamaica-NY-11426/32091257_zpid/,"$659,903","$999,999",11426,6 beds,,NY,24141 86th Ave,4.5 baths,810 sqft,(347) 871-4151 
Massapequa,http://www.zillow.com/homedetails/66-Sunset-Rd-Massapequa-NY-11758/31428286_zpid/,"$495,292","$469,999",11758,3 beds,,NY,66 Sunset Rd,2 baths,"1,527 sqft",
Smithtown,http://www.zillow.com/homedetails/75A-Burlington-Blvd-Smithtown-NY-11787/32699644_zpid/,"$351,675","$429,000",11787,2 beds,,NY,75A Burlington Blvd,1.5 baths,"1,200 sqft",(631) 805-2385 
Jamaica,http://www.zillow.com/homedetails/11112-153rd-St-Jamaica-NY-11433/32185060_zpid/,"$565,745","$629,000",11433,7 beds,,NY,11112 153rd St,6 baths,"2,200 sqft",(516) 993-9469 
Newburgh,http://www.zillow.com/homedetails/114-Bush-Ln-PRIVATE-Newburgh-NY-12550/2101364299_zpid/,"$237,856","$355,000",12550,4 beds,,NY,114 Bush Ln # PRIVATE,2.5 baths,"2,717 sqft",(845) 337-6259 
Lake Luzerne,http://www.zillow.com/homedetails/866-E-River-Dr-Lake-Luzerne-NY-12846/59940843_zpid/,"$156,603","$174,000",12846,2 beds,,NY,866 E River Dr,1 bath,650 sqft,
Cortland,http://www.zillow.com/homedetails/38-Owego-Street-Cortland-NY-13045/2101363309_zpid/,"$262,850","$2,700,000",13045,38 beds,,NY,38 Owego Street,13 baths,"19,000 sqft",(607) 745-4645 
Brooklyn,http://www.zillow.com/homedetails/23x-E-55th-Street-Brooklyn-NY-11203/2101326476_zpid/,"$592,319","$569,000",11203,5 beds,,NY,23x E 55th Street,3.5 baths,"2,225 sqft",
Millport,http://www.zillow.com/homedetails/112-Lower-Middle-Rd-Millport-NY-14864/29979376_zpid/,"$119,543","$119,900",14864,2 beds,,NY,112 Lower Middle Rd,1 bath,"1,500 sqft",
Jamaica,http://www.zillow.com/homedetails/148-Street-And-Rockaway-Blvd-Jamaica-NY-11436/2101333415_zpid/,"$383,650","$379,000",11436,3 beds,,NY,148 Street And Rockaway Blvd,2.5 baths,-- sqft,(917) 699-5754 
Brooklyn,http://www.zillow.com/homedetails/362-East-59th-Street-Brooklyn-NY-11203/2101329225_zpid/,"$464,682","$459,000",11203,3 beds,,NY,362 East 59th Street,1.5 baths,"1,636 sqft",(917) 913-8369 
Clinton,http://www.zillow.com/homedetails/7-Cherrywood-Blvd-Clinton-NY-13323/31597581_zpid/,"$90,285","$119,900",13323,2 beds,,NY,7 Cherrywood Blvd,2 baths,"1,350 sqft",(315) 853-8519 
East Hampton,http://www.zillow.com/homedetails/12-Norfolk-Dr-East-Hampton-NY-11937/32654016_zpid/,"$531,641","$449,000",11937,2 beds,,NY,12 Norfolk Dr,1 bath,"1,500 sqft",(516) 477-9097 
Jamaica,http://www.zillow.com/homedetails/115-70-Newburgh-Street-Jamaica-NY-11412/2102661002_zpid/,"$576,348","$609,999",11412,6 beds,,NY,115-70 Newburgh Street,3 baths,"1,240 sqft",(718) 441-0200 
Petersburgh,http://www.zillow.com/homedetails/133-N-Shore-Rd-Petersburgh-NY-12138/32250804_zpid/,"$151,363","$149,900",12138,2 beds,,NY,133 N Shore Rd,1 bath,"1,156 sqft",(518) 852-7746 
Brooklyn,http://www.zillow.com/homedetails/382-Warren-St-APT-1L-Brooklyn-NY-11201/30571539_zpid/,"$1,689,954","$1,600,000",11201,3 beds,,NY,382 Warren St APT 1L,3 baths,"1,302 sqft",
Port Washington,http://www.zillow.com/homedetails/77-Sands-Point-Rd-Port-Washington-NY-11050/31079294_zpid/,"$905,346","$950,000",11050,6 beds,,NY,77 Sands Point Rd,4.5 baths,"3,136 sqft",
Rochester,http://www.zillow.com/homedetails/2137-Culver-Rd-Rochester-NY-14609/30859091_zpid/,"$102,603","$105,000",14609,4 beds,,NY,2137 Culver Rd,2 baths,"2,052 sqft",
Huntington,http://www.zillow.com/homedetails/23-Bellaire-Dr-Huntington-NY-11743/59565311_zpid/,"$494,528","$500,000",11743,4 beds,,NY,23 Bellaire Dr,3 baths,"1,980 sqft",(631) 339-0029 
Pulaski,http://www.zillow.com/homedetails/356-Valley-Rd-Pulaski-NY-13142/53781933_zpid/,"$63,466","$94,500",13142,3 beds,,NY,356 Valley Rd,2 baths,"1,740 sqft",
Rensselaer,http://www.zillow.com/homedetails/2-Miller-Rd-Rensselaer-NY-12144/32256575_zpid/,"$441,959","$495,499",12144,5 beds,,NY,2 Miller Rd,4.5 baths,"4,484 sqft",
Stormville,http://www.zillow.com/homedetails/Stormville-Stormville-NY-12582/2102582255_zpid/,"$417,503","$549,000",12582,4 beds,,NY,Stormville,2.5 baths,"3,236 sqft",(845) 245-8181 
Staten Island,http://www.zillow.com/homedetails/30-Lillie-Ln-Staten-Island-NY-10314/32313329_zpid/,"$408,360","$439,000",10314,3 beds,,NY,30 Lillie Ln,4 baths,"1,448 sqft",(917) 653-2605 
Windham,http://www.zillow.com/homedetails/5088-State-Route-23-Windham-NY-12496/2102546926_zpid/,"$991,821","$600,000",12496,8 beds,,NY,5088 State Route 23,6 baths,"5,000 sqft",
Fair Haven,http://www.zillow.com/homedetails/14529-Fancher-Ave-Fair-Haven-NY-13064/30051944_zpid/,"$353,967","$449,900",13064,3 beds,,NY,14529 Fancher Ave,2.5 baths,"1,900 sqft",(315) 947-6800 
Buffalo,http://www.zillow.com/homedetails/523-Richmond-Ave-Buffalo-NY-14222/30185544_zpid/,"$394,688","$430,000",14222,8 beds,,NY,523 Richmond Ave,4 baths,"4,400 sqft",
Freeport,http://www.zillow.com/homedetails/292-Locust-Ave-Freeport-NY-11520/31366123_zpid/,"$412,456","$459,000",11520,4 beds,,NY,292 Locust Ave,1.5 baths,"2,500 sqft",
Valley Cottage,http://www.zillow.com/homedetails/2-Kings-Ct-Valley-Cottage-NY-10989/53404141_zpid/,"$575,487","$575,000",10989,5 beds,,NY,2 Kings Ct,3 baths,"4,100 sqft",(845) 480-0582 
East Chatham,http://www.zillow.com/homedetails/1135-State-Route-295-East-Chatham-NY-12060/2102462981_zpid/,,"$245,000",12060,3 beds,,NY,1135 State Route 295,2 baths,"4,106 sqft",(727) 560-6042 
Brooklyn,http://www.zillow.com/homedetails/230-20th-St-Brooklyn-NY-11232/30573856_zpid/,"$1,210,698","$1,290,000",11232,7 beds,,NY,230 20th St,3 baths,"1,768 sqft",(347) 866-5536 
Brockport,http://www.zillow.com/homedetails/75-South-Ave-Brockport-NY-14420/31035767_zpid/,"$147,653","$149,900",14420,4 beds,,NY,75 South Ave,2 baths,"2,400 sqft",
Woodmere,http://www.zillow.com/homedetails/996-South-End-Woodmere-NY-11598/2102462775_zpid/,"$922,482","$749,000",11598,6 beds,,NY,996 South End,3 baths,"3,600 sqft",
Woodstock,http://www.zillow.com/homedetails/112-Broadview-Rd-Woodstock-NY-12498/32884443_zpid/,"$564,073","$633,000",12498,3 beds,,NY,112 Broadview Rd,2 baths,"1,800 sqft",(917) 628-7726 
Buffalo,http://www.zillow.com/homedetails/849-Delaware-Avenue-PH-3-Buffalo-NY-14209/2102359721_zpid/,"$151,242","$310,000",14209,2 beds,,NY,849 Delaware Avenue #PH 3,1.5 baths,990 sqft,
Long Beach,http://www.zillow.com/homedetails/31-Maryland-Ave-Long-Beach-NY-11561/31399579_zpid/,"$592,146","$689,000",11561,4 beds,,NY,31 Maryland Ave,3 baths,"2,200 sqft",
Shirley,http://www.zillow.com/homedetails/166-Baybright-Dr-E-Shirley-NY-11967/2131619062_zpid/,"$290,593","$229,900",11967,5 beds,,NY,166 Baybright Dr E,3 baths,-- sqft,(516) 318-9549 
Saratoga Springs,http://www.zillow.com/homedetails/289-Lake-Ave-Saratoga-Springs-NY-12866/32403778_zpid/,"$335,185","$369,000",12866,3 beds,,NY,289 Lake Ave,2.5 baths,"1,436 sqft",(518) 871-1504 
Queens,http://www.zillow.com/homedetails/116-01-Nashville-Multy-Family-Queens-NY-11411/2101922959_zpid/,"$534,590","$559,000",11411,5 beds,,NY,116-01 Nashville Multy Family,4 baths,-- sqft,(646) 573-8893 
Vestal,http://www.zillow.com/homedetails/857-E-Circle-Dr-Vestal-NY-13850/29770329_zpid/,"$109,560","$86,000",13850,3 beds,,NY,857 E Circle Dr,1 bath,"1,432 sqft",
Yonkers,http://www.zillow.com/homedetails/1853-Central-Park-Ave-14-Yonkers-NY-10710/2101907566_zpid/,"$191,779","$110,500",10710,1 bed,,NY,1853 Central Park Ave # 14,1 bath,850 sqft,(914) 337-0477 
Chappaqua,http://www.zillow.com/homedetails/10-Hayrake-Ln-Chappaqua-NY-10514/33064782_zpid/,"$1,446,557","$1,750,000",10514,5 beds,,NY,10 Hayrake Ln,4.5 baths,"5,005 sqft",
Binghamton,http://www.zillow.com/homedetails/603-Old-Front-St-Binghamton-NY-13905/2117410635_zpid/,"$100,067","$75,500",13905,3 beds,,NY,603 Old Front St,2 baths,"1,550 sqft",(607) 343-7396 
Cooperstown,http://www.zillow.com/homedetails/58-Chestnut-St-Cooperstown-NY-13326/31635665_zpid/,"$390,965","$225,000",13326,3 beds,,NY,58 Chestnut St,4 baths,"2,654 sqft",(518) 728-7767 
Staten Island,http://www.zillow.com/homedetails/24-Cottontail-Ct-Staten-Island-NY-10312/58578873_zpid/,"$1,208,032","$1,299,000",10312,5 beds,,NY,24 Cottontail Ct,3.5 baths,"5,034 sqft",(646) 732-6745 
Pine Bush,http://www.zillow.com/homedetails/106-Sheldon-Rd-Pine-Bush-NY-12566/32841438_zpid/,"$431,033","$489,000",12566,3 beds,,NY,106 Sheldon Rd,3 baths,"2,250 sqft",(917) 881-5035 
Freeport,http://www.zillow.com/homedetails/199-Smith-St-Freeport-NY-11520/31413343_zpid/,"$510,736","$525,000",11520,4 beds,,NY,199 Smith St,2 baths,"3,054 sqft",(917) 595-0158 
Bayside,http://www.zillow.com/homedetails/7464-220-St-2-FL-Bayside-NY-11364/2101836811_zpid/,"$276,145","$279,000",11364,2 beds,,NY,7464 220 St #2 FL,1 bath,900 sqft,(718) 216-5907 
Whitestone,http://www.zillow.com/homedetails/19957-21st-Ave-Whitestone-NY-11357/79513758_zpid/,"$162,294","$155,000",11357,1 bed,,NY,19957 21st Ave,1 bath,-- sqft,(646) 894-8431 
Watertown,http://www.zillow.com/homedetails/23925-Forest-Drive-Watertown-NY-13601/2101862041_zpid/,"$286,201","$349,000",13601,4 beds,,NY,23925 Forest Drive,2.5 baths,"3,000 sqft",(315) 777-2927 
Kings Park,http://www.zillow.com/homedetails/6-Colby-Dr-Kings-Park-NY-11754/32685610_zpid/,"$404,915","$455,000",11754,4 beds,,NY,6 Colby Dr,2 baths,1 sqft,(631) 707-3255 
Floral Park,http://www.zillow.com/homedetails/27110-Grand-Central-Pkwy-APT-15R-Floral-Park-NY-11005/2101815808_zpid/,"$454,374","$599,000",11005,1 bed,,NY,27110 Grand Central Pkwy APT 15R,2 baths,"1,010 sqft",(718) 423-3130 
Bronx,http://www.zillow.com/homedetails/665-Pelham-Parkway-Area-Bronx-Ny-Bronx-NY-10467/2101847607_zpid/,"$491,086","$249,500",10467,2 beds,,NY,665 Pelham Parkway Area Bronx Ny,2 baths,"1,150 sqft",
Pleasantville,http://www.zillow.com/homedetails/451A-Old-Sleepy-Hollow-Rd-Pleasantville-NY-10570/2101848779_zpid/,"$694,339","$755,000",10570,2 beds,,NY,451A Old Sleepy Hollow Rd,3 baths,"2,450 sqft",
Levittown,http://www.zillow.com/homedetails/39-Sunrise-Ln-Levittown-NY-11756/31337140_zpid/,"$334,017","$325,000",11756,3 beds,,NY,39 Sunrise Ln,1 bath,"1,200 sqft",(631) 767-0936 
Remsenburg,http://www.zillow.com/homedetails/1-Po-Box-Remsenburg-NY-11960/2101763641_zpid/,"$1,534,400","$1,695,000",11960,4 beds,,NY,1 Po Box,5 baths,"3,500 sqft",(631) 325-8555 
Flushing,http://www.zillow.com/homedetails/3370-Prince-Street-Flushing-Ny-11354-GROUND-Flushing-NY-11354/2101814530_zpid/,"$217,622","$160,000",11354,Studio,,NY,3370 Prince Street Flushing Ny 11354 # GROUND,2 baths,576 sqft,(347) 558-1645 
East Islip,http://www.zillow.com/homedetails/120-Bayview-Ave-East-Islip-NY-11730/59657020_zpid/,"$688,795","$660,000",11730,3 beds,,NY,120 Bayview Ave,2 baths,"1,894 sqft",
West Nyack,http://www.zillow.com/homedetails/8-Deer-Meadow-Dr-West-Nyack-NY-10994/53410353_zpid/,"$595,082","$555,000",10994,5 beds,,NY,8 Deer Meadow Dr,3.5 baths,"3,100 sqft",(914) 572-2200 
Forestburgh,http://www.zillow.com/homedetails/1780-Rt-42-Forestburgh-NY-12777/2101735545_zpid/,"$263,040","$245,000",12777,4 beds,,NY,1780 Rt 42,2 baths,"2,000 sqft",(917) 335-5769 
Palenville,http://www.zillow.com/homedetails/78-Woodstock-Ave-Palenville-NY-12463/30497186_zpid/,"$102,348","$175,000",12463,4 beds,,NY,78 Woodstock Ave,1 bath,"1,240 sqft",(845) 417-7505 
Rockville Centre,http://www.zillow.com/homedetails/55-Lenox-Road-1-K-Rockville-Centre-NY-11570/2101762809_zpid/,"$744,477","$229,000",11570,1 bed,,NY,55 Lenox Road #1 K,1 bath,-- sqft,(516) 932-0952 
Newark,http://www.zillow.com/homedetails/(Undisclosed-Address)-Newark-NY-14513/2101686209_zpid/,"$59,743","$59,000",14513,3 beds,,NY,(Undisclosed Address),2 baths,"1,303 sqft",(631) 880-2092 
Saugerties,http://www.zillow.com/homedetails/2-Birchwood-Drive-South-Saugerties-NY-12477/2101808326_zpid/,"$173,986","$189,000",12477,4 beds,,NY,2 Birchwood Drive South,1.5 baths,"1,300 sqft",(845) 594-5765 
Spencerport,http://www.zillow.com/homedetails/21-Dean-Rd-Spencerport-NY-14559/30998142_zpid/,"$120,361","$179,900",14559,3 beds,,NY,21 Dean Rd,2.5 baths,"1,505 sqft",(585) 721-7517 
Elmira,http://www.zillow.com/homedetails/2250-State-Route-352-Elmira-NY-14903/2125137401_zpid/,"$137,783","$152,000",14903,3 beds,,NY,2250 State Route 352,2.5 baths,"1,491 sqft",
Lockport,http://www.zillow.com/homedetails/526-Applewood-Drive-Lockport-NY-14094/2101730711_zpid/,"$138,695","$20,900",14094,2 beds,,NY,526 Applewood Drive,1 bath,"1,008 sqft",(716) 940-7081 
Brooklyn,http://www.zillow.com/homedetails/16-Duffield-St-Brooklyn-NY-11201/30566262_zpid/,"$2,672,748","$4,370,000",11201,6 beds,,NY,16 Duffield St,4 baths,"2,800 sqft",
Roslyn Heights,http://www.zillow.com/homedetails/157-Parkway-Dr-Roslyn-Heights-NY-11577/31089190_zpid/,"$1,070,851","$1,088,800",11577,4 beds,,NY,157 Parkway Dr,3.5 baths,"3,200 sqft",
Ossining,http://www.zillow.com/homedetails/24-Bridle-Path-Rd-Ossining-NY-10562/2107123325_zpid/,,"$345,000",10562,1 bed,,NY,24 Bridle Path Rd,2 baths,"1,152 sqft",(914) 906-1008 
